word,chinese_translation,stage_origin,frequency_2500,review_count_2500,example_context
wanted,非情感/中性客观词,Stage 1 (500 Discovery),113,100,"review_bc094451a516daefa055857a :: This was one of the most unique experiences I have ever had! The flight from Phoenix to the Canyon was a bit nerve wracking, due to the small aircraft. Since there were only two of..."
adventure,非情感/中性客观词,Stage 1 (500 Discovery),111,101,"review_aad1475f0d24f59cc1b5bc8b :: I booked a flight with Friday Harbor Seaplanes from San Juan Island to Seattle, I was excited for the adventure & thought a flight on a seaplane would be a fun way to end my trip t..."
bit,非情感/中性客观词,Stage 1 (500 Discovery),111,103,"review_bc094451a516daefa055857a :: This was one of the most unique experiences I have ever had! The flight from Phoenix to the Canyon was a bit nerve wracking, due to the small aircraft. Since there were only two of..."
cruise,非情感/中性客观词,Stage 1 (500 Discovery),111,79,"review_e01e7e33a2e53a8b8dad0eb6 :: This was the best part of our Alaskan cruise. The float plane trip was exceptional,  but the walk through the woods and viewing the bears from a platform was the most thrilling exp..."
information,非情感/中性客观词,Stage 1 (500 Discovery),111,107,review_e68e4472a8fa5075641e96df :: We booked our round trip flight online and the people were great to work with very helpful and answered all questions repeatedly. We flew on a scheduled flight to Edna Bay Alaska a...
morning,非情感/中性客观词,Stage 1 (500 Discovery),111,96,review_e68e4472a8fa5075641e96df :: We booked our round trip flight online and the people were great to work with very helpful and answered all questions repeatedly. We flew on a scheduled flight to Edna Bay Alaska a...
water,非情感/中性客观词,Stage 1 (500 Discovery),111,91,"review_17e1e5a0467c1f5d4bc7b3e1 :: We took Taquan Air at the back end of an excursion to George Inlet Lodge. It was only a 20 minute flight and they flew, most likely, what they had been contracted with for our crab..."
last,非情感/中性客观词,Stage 1 (500 Discovery),110,92,"review_07a4d180b1c3927f6d90e08e :: Booked direct, over two months in advance. With only a couple hours to go before our flight they tell us it's cancelled, since not enough people signed up for the time slot. They o..."
arrived,非情感/中性客观词,Stage 1 (500 Discovery),109,96,"review_58ba87f9326f017e0b3399ae :: I hate to write a review in the midst of COVID for a small business, but unfortunately due to our experience I’m writing this in hopes that nobody else has the same experience. We ..."
waterfalls,非情感/中性客观词,Stage 1 (500 Discovery),109,103,"review_6bbc264bc4a808a43fe95ceb :: What we could see was very beautiful. Unfortunately, cloud cover prevented us from seeing any of the canyon as well as the ""Jurassic Park"" waterfalls. Since most of our family are ..."
still,非情感/中性客观词,Stage 1 (500 Discovery),108,97,review_4f51f3465ac0bd137a98f9eb :: The seaplane company called the night before and cancelled the trip for my son and me. They said they were overbooked but we had booked weeks before. Also i asked why they had left...
taxi,非情感/中性客观词,Stage 1 (500 Discovery),108,86,"review_b000df598ef420c3db6a55b4 :: We did a Denali explorer flight seeing tour with glacier landing on July 5.  I had originally had this excursion booked for three weeks prior to this date, but I came down with cov..."
want,非情感/中性客观词,Stage 1 (500 Discovery),108,98,"review_58ba87f9326f017e0b3399ae :: I hate to write a review in the midst of COVID for a small business, but unfortunately due to our experience I’m writing this in hopes that nobody else has the same experience. We ..."
done,非情感/中性客观词,Stage 1 (500 Discovery),107,101,"review_58ba87f9326f017e0b3399ae :: I hate to write a review in the midst of COVID for a small business, but unfortunately due to our experience I’m writing this in hopes that nobody else has the same experience. We ..."
extremely,非情感/中性客观词,Stage 1 (500 Discovery),106,96,review_0feea62cebd439414c25d6fc :: My wife and I decided to spend Valentine’s Day in Sedona and booked an air tour of the Grand Canyon. I booked it over the phone with Lindsey whom seems to be the manager. She lead ...
front,非情感/中性客观词,Stage 1 (500 Discovery),105,88,review_3ba1137cb1b4e9207840a231 :: We found a really nice fishing experiance in Talkeetna.Starting with Molly the office manager to the pilots and guides. All were friendly and accomodating. Yes we did catch many fi...
window,非情感/中性客观词,Stage 1 (500 Discovery),105,99,"review_50ad674985c5646672bc62e8 :: We dealt directly wit Taquan Air by email to book this rather than through our ship. Much cheaper and really easy to do, they are really easy to deal with directly and are happy to..."
check,非情感/中性客观词,Stage 1 (500 Discovery),104,97,"review_6156ccd88f392b21de3b4908 :: I have been to the same resort 8 years in a row and we have flew into Vancouver then flew in from there to the resort by float plane and we have had issues in the past with planes,..."
pilots,非情感/中性客观词,Stage 1 (500 Discovery),104,96,review_3ba1137cb1b4e9207840a231 :: We found a really nice fishing experiance in Talkeetna.Starting with Molly the office manager to the pilots and guides. All were friendly and accomodating. Yes we did catch many fi...
part,非情感/中性客观词,Stage 1 (500 Discovery),103,94,"review_9f9d62b99552657a136a55ab :: Part of our family vacation this year was an overnight trip to San Juan Islands, and what better way to get there and back than a seaplane!  This was awesome.  The flight is about ..."
visit,非情感/中性客观词,Stage 1 (500 Discovery),103,94,"review_e01e7e33a2e53a8b8dad0eb6 :: This was the best part of our Alaskan cruise. The float plane trip was exceptional,  but the walk through the woods and viewing the bears from a platform was the most thrilling exp..."
passengers,非情感/中性客观词,Stage 1 (500 Discovery),100,80,review_0feea62cebd439414c25d6fc :: My wife and I decided to spend Valentine’s Day in Sedona and booked an air tour of the Grand Canyon. I booked it over the phone with Lindsey whom seems to be the manager. She lead ...
told,非情感/中性客观词,Stage 1 (500 Discovery),100,80,review_0feea62cebd439414c25d6fc :: My wife and I decided to spend Valentine’s Day in Sedona and booked an air tour of the Grand Canyon. I booked it over the phone with Lindsey whom seems to be the manager. She lead ...
decided,非情感/中性客观词,Stage 1 (500 Discovery),98,85,review_0feea62cebd439414c25d6fc :: My wife and I decided to spend Valentine’s Day in Sedona and booked an air tour of the Grand Canyon. I booked it over the phone with Lindsey whom seems to be the manager. She lead ...
seats,非情感/中性客观词,Stage 1 (500 Discovery),98,79,"review_254f46e4a5fb0f6c7e0c50cd :: I am rewriting this review, as my first review was softly forced.  The pilot stopped the golf cart near the hangars and asked us to click the links and do the review on the spot…an..."
side,非情感/中性客观词,Stage 1 (500 Discovery),98,76,"review_856d2aa6a78e7be940af3eac :: This was a once in a lifetime, amazing, beautiful experience. 

- the flight out of Scottsdale through the river valleys is beautiful.
- you get to see both north and south side of..."
recommended,非情感/中性客观词,Stage 1 (500 Discovery),97,97,review_41e89b2bd2015171811a3aad :: This is by far the best way to see the Grand Canyon!  Our pilot Eddie provided a detailed explanation of everything we were viewing and made the flight really enjoyable.  Great per...
beauty,非情感/中性客观词,Stage 1 (500 Discovery),95,90,review_46247e5fecb1a54a289ccadb :: Pilot not very talkative but the view was spectacular. Would recommend if you want to see the beauty of Alaska....
park,非情感/中性客观词,Stage 1 (500 Discovery),95,75,"review_07a4d180b1c3927f6d90e08e :: Booked direct, over two months in advance. With only a couple hours to go before our flight they tell us it's cancelled, since not enough people signed up for the time slot. They o..."
glaciers,非情感/中性客观词,Stage 1 (500 Discovery),94,86,"review_ced58d8c691f443c16cbfe37 :: It was beautiful, couldn't see Denali but tried. The pilot was very knowledgeable about glaciers. Some of it was so technical I couldn't follow along but it was really neat. I get ..."
clouds,非情感/中性客观词,Stage 1 (500 Discovery),92,82,"review_bbf12aaf52ffd1f8f514701a :: This was the experience of a lifetime. By nature of their business, weather can play a role in their ability to provide their service. K2 was phenomenal at staying in communication..."
said,非情感/中性客观词,Stage 1 (500 Discovery),92,73,"review_07a4d180b1c3927f6d90e08e :: Booked direct, over two months in advance. With only a couple hours to go before our flight they tell us it's cancelled, since not enough people signed up for the time slot. They o..."
along,非情感/中性客观词,Stage 1 (500 Discovery),90,80,"review_176ad8eab21eb292f98accba :: We spent a weekend on San Juan Islands, and the seaplane ride there was definitely a highlight of the trip! The plane is fantastic, and our pilot Shane was even better. Along with ..."
group,非情感/中性客观词,Stage 1 (500 Discovery),90,78,review_0feea62cebd439414c25d6fc :: My wife and I decided to spend Valentine’s Day in Sedona and booked an air tour of the Grand Canyon. I booked it over the phone with Lindsey whom seems to be the manager. She lead ...
ellen,非情感/中性客观词,Stage 1 (500 Discovery),89,64,"review_a656c6b756028f860463f7a4 :: What an amazing way to see the beautiful Garden Island! Our pilot/instructor/guide, Jacob, let me fly while my wife did the photos from the back seat. We explored the whole island ..."
life,非情感/中性客观词,Stage 1 (500 Discovery),89,83,"review_6c89ecdf05add32f2e5cb9a7 :: I was able to squeeze in a quick tour at the end of a two-week trip after my flight home was delayed a day, and I'm glad that it worked out - this tour was one of the highlights of..."
