word,chinese_translation,affect_type,surface_forms,coarse_pos,frequency,review_count,example_context
family,非情感/中性客观词,Non-Emotion,family,NOUN,56,50,"review_347a597fb8c019adff981117 :: Thanks to everyone at Westwind and especially Max- what a memory for our family!
review_7e2201b48b681475df75ef1a :: In August 2024, we booked the Southside Explorer with a glacier landing for my family of 4.
review_082e1f27aa3bb895882c5db8 :: It's family-owned so they take real good care of you and make sure that you have an awesome experience.
review_36ec0ca30c015a4a8e0e9330 :: Flying over the Canyon was the best experience ever for my son in wheelchair and the whole family.
review_2a211e66566d9506094042c7 :: My family of 5 ranging in ages of 18 to 73 embarked on this amazing flight in March 2022."
awesome,,,awesome,ADJ|VERB,55,40,"review_347a597fb8c019adff981117 :: Our pilot, Max, was awesome!
review_3e49c04ea9e77e714a81cdfb :: Bring your friends, make some awesome memories and take some beautiful photos.
review_082e1f27aa3bb895882c5db8 :: It's family-owned so they take real good care of you and make sure that you have an awesome experience.
review_bd821a97ad719aeeebde185a :: And the sights were awesome.
review_50ad674985c5646672bc62e8 :: I was having such an awesome time i have no idea how long we flew before we landed on a deep blue lake high in the mountains."
first,非情感/中性客观词,Non-Emotion,first,ADJ|ADV,55,47,"review_b76e6c2bc278477c91d37c62 :: I first want to state that our pilot Spencer was wonderful in every way.
review_b76e6c2bc278477c91d37c62 :: When we arrived, our first surprise was that we could not all 3 be included in the ride.
review_353636e7a5b2962a9d433033 :: Before boarding the flight, I asked if I could sit up front and the pilot said yes saying ""its kind of a 'whoever asks first' can sit in the front"".
review_45b67bfe46ceac2e8567f12e :: My first trip was exciting and the pilot had great music to accentuate the trip.
review_7b8fca9fb1b20483fadf5af6 :: This was my first experience of this kind."
area,非情感/中性客观词,Non-Emotion,area,NOUN,54,45,"review_291988db94de25fedef72be3 :: this included the resort area, up to Waimea Canyon (where we flew right down the middle!
review_fd7ebcc7f5e93d96ece3c7ac :: The Maze and Needles area of Canyonlands are things I would probably never see any other way.
review_082e1f27aa3bb895882c5db8 :: Definitely recommend, if possible, to book your air tour the day you arrive because it's so close to the airport and you won't need to come back to the area if you plane to stay outside of Lihue.
review_da8299d8fba78458a1318905 :: It takes the whole day (we had to be at the airport near the South Rim by 6 am and were returned there at about 6:00 pm) and is well worth it-- you get a great sense of the whole area.
review_cbe4d099bc688920d0a3a2b9 :: We arrived early to an empty lobby area, well over the 30 minutes you are instructed to arrive."
seeing,非情感/中性客观词,Non-Emotion,seeing,VERB|NOUN,54,43,"review_3e49c04ea9e77e714a81cdfb :: I thought I knew my Gorge, but now seeing it from above, in a slight drizzle, cloudy, afternoon day, seeing the Gorge, I was speechless.
review_49afe959e23ac2c2b1cde5bd :: Since the weather OFTEN prevents you from seeing the mountain but allows you to fly below the clouds to see the glaciers this is the most common tour.
review_6156ccd88f392b21de3b4908 :: Overall I would highly suggest Northwest Seaplanes to all of my friends, customers, and clients for their travel to BC areas for Future fishing trips or sight seeing in Seattle.
review_f0ee2cd886f1308d732e265f :: The flight was great and seeing the glaciers from the sky was beautiful.
review_082e1f27aa3bb895882c5db8 :: What better way to see an island for the first time than seeing the entire island."
beautiful,,,beautiful,ADJ|NOUN|VERB,53,47,"review_b79c6cfcd7b2a3c981b7475b :: The scenery was beautiful and covered a lot of ground (and sea, ha!
review_3e49c04ea9e77e714a81cdfb :: Absolutely beautiful.
review_3e49c04ea9e77e714a81cdfb :: Bring your friends, make some awesome memories and take some beautiful photos.
review_7b8fca9fb1b20483fadf5af6 :: The hidden falls, canyon and Na'pali coast line are just few spots that are insanely beautiful that you should see from up in the sky!
review_f0ee2cd886f1308d732e265f :: The flight was great and seeing the glaciers from the sky was beautiful."
sure,,,sure,ADJ|NOUN|ADV,53,51,"review_b76e6c2bc278477c91d37c62 :: I'm not sure if my complaint should be directed to TripAdvisor (who does not appear to have a way for me to contact them directly) or with the provider company Envi.
review_07b74d25ca8cca39cb34a0be :: The reason I did not create a fuss on the spot was because that was the last tour and my ship was leaving in 1 hour and there was no other tour available so us it as an advice and if you book it through Taquan air make sure to ask at the counter that they are not asking you to sit in the back.
review_082e1f27aa3bb895882c5db8 :: It's family-owned so they take real good care of you and make sure that you have an awesome experience.
review_f1afb11c14a20df3c0e654e1 :: The trip is expensive for sure.
review_6bbc264bc4a808a43fe95ceb :: He did his best to make sure we saw all that we could and that people on both sides of the plane could enjoy the views."
excellent,,,excellent,ADJ|VERB,52,48,"review_85b1ad0d6eac5eebd570b607 :: Pilot did an excellent job of providing views from every angle for every passenger - fantastic landing on the glacier.
review_85b1ad0d6eac5eebd570b607 :: Excellent trip.
review_b76e6c2bc278477c91d37c62 :: He was very invested in our experience from start to finish, and my rating would be ""excellent"" if it only pertained to him.
review_7610caa1138d8b33b74c4e88 :: Each seat had excellent views of the Grand Canyon.
review_7b8fca9fb1b20483fadf5af6 :: The crew ( Capt Josh, Ellen and Ciera) was excellent."
little,非情感/中性客观词,Non-Emotion,little,ADJ|ADV,52,47,"review_9876556ef47117a9c27fced8 :: You fly along the coast at about 1000’ looking at the sites then you gain a little altitude and go across the city viewing Golden Gate Park and the Presidio.
review_fd7ebcc7f5e93d96ece3c7ac :: I was a little nervous, never flown in a small plane but Kim was great, made us all very comfortable.
review_a7368b502923fca015488011 :: My boyfriend and I went together, he’s 6’8 and we were a little nervous about his size, but he fit perfectly and we had the best time!
review_082e1f27aa3bb895882c5db8 :: The price for both the air and sea tour was only a little more than the helicopter rides.
review_e6b750a0b2d4a111abb60937 :: The pilot was knowledgable and did a great job flying, even with a little bit of wind."
small,非情感/中性客观词,Non-Emotion,small,ADJ,52,47,"review_f0ee2cd886f1308d732e265f :: My husband loved the experience in the small 1965 plane and my teens took tons of photos!
review_fd7ebcc7f5e93d96ece3c7ac :: I was a little nervous, never flown in a small plane but Kim was great, made us all very comfortable.
review_082e1f27aa3bb895882c5db8 :: Saw they used those small prop planes (good for those that get motion-sick) and then I saw they had a combo tour.
review_8f5e0f00afe0371683965f83 :: I've never taken a small plane tour before so I didn't know what to expect, but it was a fantastic way to see the island and it wasn't scary at all!
review_cbe4d099bc688920d0a3a2b9 :: I have flown in many small airplanes before."
minutes,非情感/中性客观词,Non-Emotion,minutes,NOUN,51,39,"review_5a026e7a079885b0a8041d9e :: And we were on the glacier for about 20 minutes.
review_9876556ef47117a9c27fced8 :: On a clear day it is a pretty spectacular 30 minutes.
review_6156ccd88f392b21de3b4908 :: The plane ride there was great and only took 1:55 minutes with stopping once in BC to check into customs and continue on to Eagle Nook Resort.
review_082e1f27aa3bb895882c5db8 :: We waited a few minutes for the pilot to get the plane ready and we were off.
review_cbe4d099bc688920d0a3a2b9 :: We arrived early to an empty lobby area, well over the 30 minutes you are instructed to arrive."
definitely,,,definitely,ADV|VERB,49,45,"review_353636e7a5b2962a9d433033 :: The front seat is most definitely the best view but they navigate the plane in a way where everyone gets a chance to see everything.
review_9a11f9cee33a76f2968df167 :: I will DEFINITELY recommend this to other friends that are travelling to Hawaii later on this year!
review_082e1f27aa3bb895882c5db8 :: He was so personable that he made us feel comfortable and relaxed (definitely helped me because I easily get motion-sickness).
review_6857382b853cc9b1e8671ff9 :: Would definitely do it again!
review_36ec0ca30c015a4a8e0e9330 :: Expensive but definitely worth it!"
canyon,非情感/中性客观词,Non-Emotion,canyon,NOUN|ADJ,48,32,"review_7610caa1138d8b33b74c4e88 :: Taking the whole scene in by air is maybe the best way to understand the size and majesty of the canyon.
review_45b67bfe46ceac2e8567f12e :: I have flown with them twice- very professional and a stellar view of the canyon.
review_7b8fca9fb1b20483fadf5af6 :: The hidden falls, canyon and Na'pali coast line are just few spots that are insanely beautiful that you should see from up in the sky!
review_221283419e26d28fca58af8a :: The best way to see the canyon.
review_e6b750a0b2d4a111abb60937 :: I looked at a lot of options before coming to the conclusion that Mavrick was probably the best rated helicopter ride over the canyon."
staff,非情感/中性客观词,Non-Emotion,staff,NOUN,48,43,"review_6156ccd88f392b21de3b4908 :: It was the best experience of all my trips, as Shane's staff greeted my party of 10 at the airport with a very nice van for the short ride to the Sea Port.
review_6156ccd88f392b21de3b4908 :: Thanks Shane and your staff.
review_c0eca4e9ffc9c70d92b13055 :: The Air ventures staff met all our requests and then some.
review_c39dc7379a12552fa62d8ddd :: I had to change the dates of our trip twice following a knee injury and the telephone staff handled this perfectly.
review_c39dc7379a12552fa62d8ddd :: The ground staff were exceptionally professional and courteous and we were given a full refund on the unused portion."
everything,非情感/中性客观词,Non-Emotion,everything,NOUN|VERB,46,41,"review_b76e6c2bc278477c91d37c62 :: Spencer did everything in his power to make this a fun outing for us, but he couldn't turn his plane into a helicopter and he had to charge us for the second trip.
review_291988db94de25fedef72be3 :: He taught us everything we needed to know pre-flight and then even after take off he was able to communicate with us through the headsets we had.
review_291988db94de25fedef72be3 :: He gave a wonderful description of everything we flew over.
review_353636e7a5b2962a9d433033 :: The front seat is most definitely the best view but they navigate the plane in a way where everyone gets a chance to see everything.
review_3e49c04ea9e77e714a81cdfb :: It was all green, the water was blue, everything was perfect."
